Solution,N,Time_s,Jstraightness,Jvibration,JmodalEnergy,JmodalPeak,JaccelerationRMS,JaccelerationPeak,JjerkRMS,JjerkPeak,JresonanceBand,AccelerationRMSX,AccelerationRMSY,AccelerationPeakX,AccelerationPeakY,JerkRMSX,JerkRMSY,JerkPeakX,JerkPeakY,ResonanceBandPSD,ResonanceBandTarget,ResonanceBandPass,MaxContourError_mm,ContourRMSE_mm
Time-vibration knee,580,0.58,3.93937270916696e-05,3.99491438978549,1.96777147332629,0.644631359601003,0.104205980768432,0.101325837234512,0.20211459498287,0.199999992265413,0.774865151606963,0.260469699033783,0.260560204808376,0.506629209724893,0.50662916262023,0.505526675114029,0.505046299800321,0.999999959186692,0.999999963467441,0.490484317890707,0.601343473802938,1,0.099639932379155,0.0447519989041975
