time,x,y,vx,vy,ax,ay,jx,jy,snapx,snapy,cracklex,crackley,POPx,POPy,contour_error,allowed_error,error_utilisation,modal_x,modal_y
0,1.78923196450148e-12,-1.18985181915329e-14,1.24030626424638e-10,-2.47113330050933e-12,1.65117508296541e-09,-4.67091412308335e-12,1.62723155607432e-08,-4.70106893983975e-11,1.47669431272599e-07,-2.97002886166634e-10,0.472982393865072,-0.000594829876172215,0.000415393298994881,-4.81360996390652e-07,1.18985181915329e-14,0.1,1.18985181915329e-13,1.46530485560682e-14,-1.01576790355612e-15
0.001,3.70333870368584e-12,-2.62705179474683e-14,2.46888054802439e-10,-4.93954928069789e-12,3.5179898187219e-09,-9.93997574883606e-12,2.68499292091912e-07,-3.89805194631708e-10,0.000473258421025687,-5.95367697016735e-07,0.833442847112062,-0.000970399933170545,199999625000.476,-158860705402.915,2.62705179474683e-14,0.1,2.62705179474683e-13,3.65663737253511e-15,-1.71969587049425e-15
0.002,2.83518558683664e-10,-2.20682982268436e-10,1.66703077437065e-06,-1.32384661777493e-06,0.00833332376410251,-0.00661919607563112,33.3332720067465,-26.4767842353324,99999.8138070487,-79430.3527030236,199999626.09744,-158860705.404087,199999474972.523,-35025145955.6213,2.20682982268436e-10,0.1,2.20682982268436e-09,2.73180936386796e-09,-2.16990397088241e-09
0.003,1.77856453028589e-08,-1.39490201859754e-08,5.3333716605966e-05,-4.13309016518651e-05,0.133333087149302,-0.100747321986186,266.666144705344,-191.175013966376,399999.177390842,-255803.631084921,399999101.251398,-193885851.359778,199999208631.57,91127082132.8951,1.39490201859754e-08,0.1,1.39490201859754e-07,1.73606611393964e-07,-1.36205128161662e-07
0.004,2.02509787094062e-07,-1.49663731721865e-07,0.000404999801232285,-0.000287618856365541,0.674998639864089,-0.448341498309743,899.998074173738,-528.733723709073,899997.8829581,-404125.941378252,599998309.996386,-102758769.226861,199998642820.223,97228413916.9703,1.49663731721865e-07,0.0999999999999985,1.49663731721868e-06,1.95674830160923e-06,-1.44503835485392e-06
0.005,1.13778805013336e-06,-7.67135500929511e-07,0.00170666381508377,-0.00107115292112721,2.13332865274742,-1.19221347034486,2133.32821927915,-968.034314047957,1599995.51436466,-458270.503646628,799996952.875266,-5530355.30981313,199996852515.909,68697733506.2024,7.67135500929511e-07,0.0999999999999515,7.67135500929883e-06,1.08415319641939e-05,-7.2903190992831e-06
0.006,4.34028357849658e-06,-2.61477949856305e-06,0.0052083224469882,-0.00282341991854793,5.20832065897341,-2.38744235655231,4166.65501884566,-1417.62037309848,2499990.89349792,-429451.99220334,999993805.407489,63167378.196494,169228547019.623,16465587852.6235,2.61477949856305e-06,0.0999999999992936,2.61477949858152e-05,4.06438505189687e-05,-2.43316237733336e-05
0.007,1.29599452559491e-05,-6.88553523878674e-06,0.0129597125132775,-0.00598847860875114,10.7986879502887,-4.00857476324086,7194.84757289468,-1812.74441156149,3584598.97241525,-358051.820080534,1169222352.41266,79632966.0492263,-199995505029.128,-27293162275.1911,6.88553523878674e-06,0.0999999999937015,6.88553523922042e-05,0.000118869018175964,-6.23801621512226e-05
0.008,3.26769688343526e-05,-1.51947184346061e-05,0.0280003084822986,-0.0109600102862239,19.9723722573226,-5.98821013894447,11330.7251373547,-2135.52860899662,4653823.57231336,-292065.435168903,969226847.349056,52339803.7741323,-199997187066.261,-41872401264.0393,1.51947184346061e-05,0.0999999999599585,0.000151947184406903,0.000292592264455176,-0.000133189105694902
0.009,7.27536278561533e-05,-2.95165466212461e-05,0.0544523984793867,-0.0180628304159575,33.7832137743386,-8.26279284829716,16435.8292688408,-2408.40287582246,5523051.82612929,-260661.832026791,769229660.238267,10467402.5101693,-199997526854.941,-31462230374.7806,2.95165466212461e-05,0.0999999998015139,0.000295165466798323,0.00063386698022633,-0.000248668609312928
