Signal,TargetFrequency_Hz,NoSuppressionPSD,SuppressedPSD,PSDReductionPercent,NoSuppressionFFTAmplitude,SuppressedFFTAmplitude,FFTAmplitudeReductionPercent
Acceleration X,10,423394.524095452,198976.740870093,53.0044132490399,1402.13147095839,961.207775561967,31.4466727642194
Acceleration Y,10,424638.741236609,201112.415481278,52.6391739727729,1404.19016104753,966.352467354411,31.180797718059
Jerk X,10,1553453938.85415,684729854.402488,55.9221012431462,84930.8184144789,56386.5795258342,33.6088117617603
Jerk Y,10,1557623566.09536,733579563.89065,52.9039249367815,85044.7234790364,58363.2853417468,31.3734198264123
Modal response X,10,0.265195983632542,0.208218901356261,21.4848963758173,1.10968467913794,0.983277709716551,11.3912512083695
Modal response Y,10,0.118257278151246,0.0338957998372232,71.3372399846106,0.741020219354832,0.396724536999359,46.4623870392138
