time,x,y,vx,vy,ax,ay,jx,jy,snapx,snapy,cracklex,crackley,POPx,POPy,contour_error,allowed_error,error_utilisation,modal_x,modal_y
0,0,0,3.18590217340922e-25,-3.1922380665867e-30,-5.89833725879288e-22,0,8.61432107626238e-19,0,0,3.60206721070555e-23,0,0,0,0,0,0.1,0,0,0
0.001,1.67245372339015e-28,-3.21099146253387e-33,1.59472545275489e-25,-3.18661352476608e-30,-8.60186256609669e-24,-1.31166061214413e-29,1.07963110796247e-18,6.65856106191931e-24,2.26978360084551e-15,1.05298529745742e-23,-4.27340646364715e-13,1.17960164540391e-18,199999990089.296,-149401309959.41,3.21099146253387e-33,0.1,3.21099146253387e-32,8.24138764902495e-26,5.09370566295572e-30
0.002,2.77777764012912e-10,-2.0750181938807e-10,1.66666658407747e-06,-1.24501091632842e-06,0.00833333292038735,-0.00622505458164209,33.3333316815494,-24.9002183265684,99999.9950446482,-74700.6549797051,199999990.089296,-149401309.95941,199999985365.844,-17071291036.0686,2.0750181938807e-10,0.1,2.0750181938807e-09,2.73182967557081e-09,-2.04069476170495e-09
0.003,1.7777776890266e-08,-1.30963247478874e-08,5.33333306511169e-05,-3.87375991648149e-05,0.133333326529387,-0.0940871225178009,266.666652665153,-177.146743458657,399999.977816866,-232637.610457149,399999975.45514,-166472600.995479,199999976988.214,96855875249.6432,1.30963247478874e-08,0.1,1.30963247478874e-07,1.73606944230247e-07,-1.27878015451929e-07
0.004,2.02499989533914e-07,-1.39347925809764e-07,0.000404999978601424,-0.0002663002545692,0.674999963053339,-0.411262443235543,899.999947707625,-476.878008538605,899999.941766113,-350682.273827806,599999952.443354,-69616725.7458355,199999959205.218,110297053660.44,1.39347925809764e-07,0.0999999999999985,1.39347925809767e-06,1.95675195159202e-06,-1.34528339479191e-06
0.005,1.13777771584501e-06,-7.05797780524905e-07,0.00170666657014811,-0.000976430302504253,2.13333320535146,-1.07048866574317,2133.33319222962,-843.985802962589,1599999.87381208,-365150.472743422,799999911.648572,40680327.9146046,199999902970.814,97586215748.557,7.05797780524905e-07,0.0999999999999515,7.05797780525247e-06,1.08415531619387e-05,-6.70495014652397e-06
0.006,4.34027752568938e-06,-2.3728767802821e-06,0.00520833301275984,-0.00252726204972494,5.20833298238566,-2.08620355810218,4166.66633902778,-1172.53174245728,2499999.73694605,-275677.036954539,999999814.619386,138266543.663161,169230703355.844,63561694332.9375,2.3728767802821e-06,0.0999999999992936,2.37287678029886e-05,4.06439349530104e-05,-2.20618424487479e-05
0.007,1.29599564496181e-05,-6.14890860801258e-06,0.0129597427022875,-0.00523938686510945,10.7987171049629,-3.37088099116233,7194.8711005095,-1368.48189185808,3584614.90324336,-105629.646124909,1169230517.97523,201828237.996099,-199999861062.804,10072752714.4012,6.14890860801258e-06,0.0999999999937015,6.14890860839986e-05,0.000118869284123693,-5.56086438534429e-05
0.008,3.26770276521721e-05,-1.33045216273504e-05,0.0280003824474525,-0.00930362029369918,19.9724340825456,-4.75811996838709,11330.7679525633,-1371.51862686588,4653845.49068719,101234.968228391,969230656.912425,211900990.7105,-199999913912.432,-38099912990.0807,1.33045216273504e-05,0.0999999999599584,0.000133045216326778,0.00029259298057368,-0.00011621621668465
0.009,7.2753797839586e-05,-2.52098572943345e-05,0.0544525593661497,-0.0147221153721431,33.783329893525,-6.04529177572827,16435.8954527213,-1170.68314878058,5523076.1906434,294086.002443851,769230742.999993,173801077.720419,-199999924664.636,-64116074226.9358,2.52098572943345e-05,0.099999999801513,0.000252098573443728,0.000633868690824838,-0.000210978245404605
