Signal,TargetFrequency_Hz,NoSuppressionPSD,SuppressedPSD,PSDReductionPercent,NoSuppressionFFTAmplitude,SuppressedFFTAmplitude,FFTAmplitudeReductionPercent
Acceleration X,10,377462.021012559,263951.190677183,30.0721195819592,1334.15989209785,1115.66308371074,16.3771081473256
Acceleration Y,10,389415.060214638,375362.645299359,3.60859564792723,1355.11958459119,1330.44454046484,1.82087576675336
Jerk X,10,1445993186.48908,995825288.718138,31.1320898312088,82576.1011051332,68527.174529404,17.01330819415
Jerk Y,10,1479422398.18585,1427267408.96422,3.52536160636698,83525.1655238972,82039.6737592456,1.77849604407747
Modal response X,10,0.248452027097805,0.21733972849037,12.5224571402622,1.08241181073364,1.01237359740175,6.47056994734875
Modal response Y,10,0.115979561755005,0.0971027959998845,16.2759416137441,0.739540532865051,0.676685885300697,8.49914842677366
