Signal,TargetFrequency_Hz,NoSuppressionPSD,SuppressedPSD,PSDReductionPercent,NoSuppressionFFTAmplitude,SuppressedFFTAmplitude,FFTAmplitudeReductionPercent
Acceleration X,10,415745.700430737,218992.027654084,47.3254858854355,1391.78169290904,1010.11632201109,27.4227899995015
Acceleration Y,10,416932.707915499,221487.83862993,46.8768378146001,1393.76713467994,1015.85606756874,27.1143620557521
Jerk X,10,1539726926.27673,771330482.819305,49.9047220870204,84699.1571571367,59948.3844549386,29.2219822875919
Jerk Y,10,1543747959.91004,816380199.03308,47.1170022416967,84809.6819803073,61674.1918809314,27.2793029748041
Modal response X,10,0.263056185926102,0.213733282101588,18.7499501868283,1.10708634932298,0.997914455615711,9.86119048202838
Modal response Y,10,0.117130857383862,0.0407306322718789,65.2263859570357,0.738742181415697,0.435630032212034,41.0308436189187
